,Title,Question,Answer
451,제가 키 159에 몸무게 54인데 몇 키로까지 빼면 원하는 옷 자신감 있고 이쁘게 입을 수 있을까요ㅠㅠ?그리고 건강하게 살 빼는 방법도 알려주시면 감사하겠습니다 (자세히 답변 부탁드립니다.),NA,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.이론적으로는 적정체중입니다 탄수화물을 줄이시고 식욕이 좋아지지 않을만큼의 운동을 하시면서  채소 섭취를 늘려주세요  밀가루 단거 인스턴트 과일 섭취를 줄여주세요
452,수두 걸린 건가요?,"제가 1~2일 전부터 다리 쪽이 너무 간지러워서 모기한테 물린 줄 알았습니다. 평소에 모기한테 잘 물리지도 않았던 편이라서 의아했습니다. 간지러워서 계속 긁고 그냥 모기물렸나 보다 하고 있었는데 어릴 적 걸렸던 수두 증상과 같아서 질문합니다. 나이는 17 세고요, 수두를 2번 이상 앓았던 사람으로써 또 걸릴 수 있나 싶기도 하고 어떻게 하면 없어질까요?이게 수두가 아니라면 무엇인가요? 수두는 대부분 두피부터 감염된다는데 저는 상체는 멀쩡하고 하체에만 뭐가 볼록볼록 튀어 나왔네요.",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.모양은 수두 모양은 아닌것 같습니다벌레에 물렸던지 알러지 접촉성 피부염이던지 그런것 같습니다
453,코로나 검사 코 입 둘 중에 하나만 해도 되나요,검사했는데 입만 여러번 하고 코는 안했는데 가라네요입만 하는 코로나 검사도 있나요 ??,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.코와 입두곳을 하는것이 정석인데  저는 지난번에 코만 검사 받았습니다둘중에 한곳만 해도  문제는 없는듯 합니다
454,왼쪽 턱 밑에 혹이 생겼어요..,제가 오늘 오후 6시쯤에 혀 아래에 상처가 났는데 물 마실때마다 따갑고 담배를 펴도 따가웟습니다 근데 혹이 없었는데 집 와서 누웠는데 갑자기 목이 불편해서 만졌더니 혹이 생겼습니다.어머니 말로는 상처때문에 편도?가 섰다는데 어떡하죠?..,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.상처때문에 임파선이 커진것입니다  많이 힘드시면 항생제 치료가 필요할 수있고  그정도 아니면 기다리면서 경과를 지켜보실수 있습니다
455,코로나 (급해요,코로나 양성 나왔으면 그 날 보건소에서 못나오나요..?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.검사하고 나서  시간이 지나야 결과가 나오니  집으로 연락이 올겁니다 국가지정 시설에서 머무시면서 치료를 받으셔야 합니다
456,터너증후군 성인치료,제가 초등학교때 병원에서 터너증후군판정 받고 성장호르몬 주시맞고 키는컸는데요 그 후 성인이된후 까디 산부인과치료 다른치료는 안받았는데 산부인과랑 관련이있는데 병원을 다녀야할까요?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.상급병원에서 진료를 받으시는 것이 좋으것으로 생각합니다  당장치료 가 필요없더라도 주기적인 체크가 필요할것으로 생각합니다
457,열이 나는건가요?,제 체온이 좀 낮은 편이라 평소 35.2~3도 나옵니다.일할 때 에어컨을 너무 많이 맞은 탓인지 모르겠지만최근들어 두통이 너무 심하고 열을 재면 36.6~7이 나오네요.냉방병인가 싶었는데 증상이 두통 밖에 없어요정상 체온 범위지만 원래 체온이 낮아서 걱정 되네요 ㅠㅠ이럴 때 열이 난다고 할 수 있나요?일집 일집 밖에 안했지만 혹시 몰라 코로나 검사를 받으려하면 36.6으로 검사를 받을 수 있나요?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.열난다고 보기는 힘들어요코로나는 증상만으로 알수가 없습니다 요즘 무증상환자도 늘고있어 걱정입니다  의심되면 검사를 받아보시는것이 좋겠습니다  비용은 지불하셔야 합니다​
458,어머니가 당뇨가 있으신데 밤에 갑자기 몸을 조금 심하게 부르르 떨면서 숨을 잘 못쉬겠다고 하시는데 이게 아프신거 아니겠죠 ㅠㅠ 병원 가봐야할까요 ㅜㅜ 제발 도와주세요 너무 걱정됩니다 연세는 40대 후반이십니다 지금은 괜찮다고 하세요 ㅜㅜ,NA,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.지금은 좋아졌다니 다행입니다 그래도  병원에  내일 가보시는 것이 좋겠네요
459,열나고 기침해요 냉방병인가요,열나고 목에 뭐 걸린것처럼 켁켁 거려요열은 37.3도쯤에있다가 37.7까지 올라는가요근데 집에만있어서 코로나일 확률 없거든요..잘때 선풍기계속틀고 에어컨 계속 맞았는데 냉방병일까요?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.냉방병일 가능성도 있지만 냉방병은 열이 오르지는 않습니다 감기의 가능성도 있습니다코로나는 증상만으로 알수가 없습니다 요즘 무증상환자도 늘고있어 걱정입니다  의심되면 검사를 받아보시는것이 좋겠습니다​
460,코로나 증상인가요,오늘 저녁부터 집에 오자마자 무기력하고 몸에 힘이 안들어갔습니다. 혀도 얼얼했고 미열도 있었어요지금은 미열은 없는데 숨쉬기가 너무 답답하네요...코로나 증상은 아니겠죠..??제발 아니면 좋겠는데..좋은답변 해주시면 채택해드릴게요진짜 나 이제16살인데 못해본거 개많은데..지금 진짜 엄청무서운데 어케해야됄까요 지금 별의 별생각이 다드네요 저좀 도와주세요...ㅠㅜ,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.코로나는 증상만으로 알수가 없습니다 요즘 무증상환자도 늘고있어 걱정입니다  의심되면 검사를 받아보시는것이 좋겠습니다​
461,겨드랑이쪽에조그만 혹같은게생겻어여 ..,제목처럼 지금 어제 저녁부터 그 왼쪽겨드랑이쪽이 멍든거처럼 아픈거에요 그래서 그냥 그런가보다 하고 넘겼는데 방금 양치하다가 또 아파서 궁금해서뭔지 옷 걷어서 봤거든요?근데 2센치?그정도로 뭐가 살짝 볼록튀어나온거에요 ..그래서 뭐지하고만져봤는데 조그만 혹?같은게있네요 살안에잇는데 만져져요 ㅠㅠㅠ만지면 아파요 ㅠㅠㅠㅠ이거뭐에요ㅠㅠㅠ??빨리알려주세요. ㅠㅠ,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.종기가 하나 생긴거라고 생각합니다  자꾸 손대지마시고 심해지는 경향이있으면  진료 받아보시는 것이 좋겠습니다
462,배가 너무 아픈데 변이 제대로 안나와서 병원을 갔습니다. 병원에서는 변이 굳어 막혀있어서 관장약을 사용하라 하셨습니다. 근데 관장약을 사용하니,배가 너무 아픈데 변이 제대로 안나와서 병원을 갔습니다. 병원에서는 변이 굳어 막혀있어서 관장약을 사용하라 하셨습니다. 근데 관장약을 사용하니 배는 계속 뒤틀리듯이 아프고 몇십분에서 몇시간 주기로 계속 액체로 된 변이 터져나옵니다. 이거 관장약 제대로 사용한게 맞을까요,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.변이 나오기 새작했으니 괜찮은것으로 생각됩니다 통증은 많이 좋아졌나요?
463,내성발톱 되는거 아니겠죠..?,제가 엄지 발톱 옆부분에 검은색으로 뭐가 잇고 막 아프길래 그 부분을 발톱깎이로 깎았는데 발톱 잘못 자르면 내성발톱 될 수 잇다고 하더라구요많이는 안잘랐고 사진에 있는 정도로 잘랐어요 속살이 좀 오픈되길래 발 씻고 약 바르고 밴드까지 붙여둔 상태예요조금 걱ㄱ정이 되네요.. 내성발톱되면 치료받으면 되지만 안되는게 제일 좋으니까ㅠㅠ 그동안 발톱 둥글게 자른적 았는데 이정도로 잘라보긴 처음이라서요.....,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.경과를 지켜보아야 합니다 꼭끼는 신발은 피해주세요   통증이 심해지면  진료받아보세요
464,코로나 증상 질문,가족 중에 광화문 집회갔다온 사람이 있는데내내 마스크를 하고 벗지 않았대요아직 아무 증상도 없구요근데 제가 사정이 잇어서 며칠간 마주보고 대화는 5분 미만이였고 제방에만 있다가 오늘 좀 많이 대화도 하고 같이 밥먹고 아까 저녁에 빙수도 먹었는데 목이 좀 아픈 것같아요. 사실 어제밤부터 선풍기를 계속 쐬서 그런지 기침이 좀 나긴했어요. 만성비염도 있구요. ㅠ다른증상은 없고 목이 좀 건조하고 아픈데 이거 코로나일까요?ㅜㅜ,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.코로나는 증상만으로 알수는 없어요 경과지켜보다가 심해지면 코로나 검사를 고려해보세요
465,두통과 목아픔,어제 저녁부터 목감기 오기전에 나는 느낌이 들면서 두통이 생겼습니다 평소 피곤한거아니면 두통도 잘 안느끼는데 어제 오늘 너무 아프네요 열도 안나고 기침도 아직 하진않지만 두통과 인후통으로 코로나를 의심해야되는건가요? 혹시 몰라서 집에서 계속 마스크 쓰고있는데 저는 문제가 안되지만 부모님때문에 너무 걱정입니다..,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.요즘 코로나 때문에 걱정이 많습니다 증상만으로 감별할수 없지만 아닌것 같습니다
466,왜이럴까요,대학교 졸업하고 바로 일을 시작해서 이직을 한번하고 4개월째 일을 다니고 있는데 사실 제 적성에 맞는지 잘 모르겠어요 일을 하는데 즐겁지가 않고 뭔가 스스로 자책을 많이 하게 되고 월급을 받으면 또 받는데로 3분의2는 집안에 빚이 있어서 그거 갚는데 보태줘야해서 막상 쓰는돈이 많지 않아요 요즘 그냥 너무 우울해요 그냥 아무도 내편이 없는거 같고 속이 너무 답답하고 뭐만하면 울고 혼자 청승떠는거 같다가도 자존감은 갈수록 하락하고 나보다 힘든 사람들도 차고 넘칠텐데 싶다가도 같은 나이때에 노는 친구들보면 부럽고 우울하다가도 그냥 계속 감정이 오르락내리락 좋아하는 사람을봐도 좋아하는 음식을 먹어도 좋아하는 것들을 해도 기분이 좋지가 않아요 모든거에 다 예민하고 짜증나고 우울하고 그냥 진짜 막 다 버리고 무작정 여행도 다니고싶다 그런 철없는 생각을 하다가도 또 이리저리 정말 별거 아닌거에 치이는거보면 멘탈이 쓰레기 같고 뭐때문에 이런건지 모르겠는데 그냥 손발이 꽉 묶인거 같아요 그냥 혼자 있음 토할거같고 날 위한 사람들 조차도 다 짜증나고 스스로도 짜증나고 역겹고 왜이럴까요...도대체 뭘해야 이런게 풀릴까요,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.여러가지로 상황이 안좋으시네요 우울증상이 의심됩니다 혼자 감당하기 힘드시면  진료가 필요할 수 있습니다
467,코로나 두통,말그대로 2~3일간 좀 무리를 했더니두통이 너무 심해지고 가시지를 않습니다.이거 코로나 일까요제가 학생이라 학교 출입할때나오늘도 피부과를 가느라 열을 쟀는데 이상 없었거든요어제는 36.4도 나오고...무증상도 많고 코로나가 워낙 랜덤적이어서 걱정되네요.,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.무증상 감염자도  늘어나고 있어서 걱정은 되지만 검사하기전에는 알기어려우니 걱정입니다
468,미노씬 계속 복용해도 괜찮을까요?,"4월중순부터 여드름치료 때문에 미노씬을 처방받아 지금까지 약4개월간 하루 두알씩 복용하고있습니다. 약을 복용하고나서 피부가 처음보다는 괜찮아지긴 했는데 피부를 얻음으로써 다른 건강은 잃는 기분입니다.. 제가 격은 부작용으로는 두통, 소화불량, 속 울렁거림, 갈증, 또 아침에 일어나 소변을 보면 색이 아주 샛노랗습니다. 하루에 물을 2리터정도 마시는데도 소변색이 진하니.. 간이 많이 안젛아져서 그런걸까요? 그리고 최근 목부분과 가슴부분이 빨갛고 너무 가렵습니다. 긁지 않아도 빨갛게 되어있더라구요.. 의사선생님께 약을 먹고 속이 좋지 않다 말씀드려도 식후 바로 먹거나 식사중에 먹으라고만 하시고 .. 계속 먹어도 될런지요?",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.오래 드셨네요 항생제라서 오래드시는 것은 부담스러운 일입니다약을 드시지않으면  여드름이 다시 올라올 가능성이  높습니다어떤것이 더중요한 부분이냐 선택하기어려운데 이제 미노신은 잠시 쉬셔야 하지않을까 생각됩니다밀가루 우유 단거 인스턴트 술 이런 음식을 끊어주시고장건강을 회복하도록  노력을 하셔야 할것 같습니다
469,중1 다이어트 (아주아주 구체적으로 답변해주시길 바라고 전재산 다 넣었어요 ㅠㅠ),"나이: 만 13세키: 161몸무게: 67원래 엄청 마른 체형이었는데 5학년 말부터 말도 안되게 급격히 체중이 늘었어요. 뭐 문제 있는게 아니라 그냥 갑자기 많이 먹었어요. 그래서 살이 너무 쪄서 고민입니다.(좀 몸이 아아주 조금 마르면 좋겠어요 ㅠㅠ)제가 얼굴이 커서 얼굴살이 있으면 더 뚱뚱해 보이고요 복부 쪽 살이 엄청 많아요. 키는 작은 편인데 이번에 좀 컸구요. 그래도 옷 입으면 살이 좀 가려지더라구요. 그래도 좀 많이 뚱뚱한거 같아서요.빼고 싶은 부위는 허벅지살, 복부살, 얼굴살입니다...질문 1: 중1, 키가 크고 있는데 다이어트를 해도 되나요? (키 크는데 지장 없이 다이어트 할 수 없을까요?)질문 2: 다이어트를 한다면 어떤 운동을 어느정도 (ex: 스쿼드 15회 3 세트) 해야 할까요?질문 3: 식단표좀 짜주세요 ㅠㅠ질문 4: 어떠한 생활 패턴이 있어야 할까요? (ex: 7시 이후엔 먹지 않는다, 물을 하루에 2L 마신다, 비타민 영양제를 먹는다)",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.1키가 크고있는 중에는 무리한 다이어트는 성장에 안좋은 영향이 있을수 있습니다2 다이어트에 운동은 보조적인 역할만 합니다 운동을 적당히 열심히하시면 식욕이 늘어나면서 오히려 체중이 더 늘어날수 있는 여지가 있으니조심해야합니다 식욕이 좋아지지 않을만큼 하신다 생각하세요3식단표는 현실적으로 지키기 어렵습니다  기본적인 개념은 탄수화물섭취를 줄여주는게 중요합니다 밥 빵 감자 고구마 떡 과일 과자 아이스크림 밀가루섭취를 줄여주시고 채소의 섭취는 탄수화물줄여준 만큼 또는 그이상으로 늘려주세요4 영양제는  드셔도 됩니다 충분한 수분섭취 중요하구요  간식은  견과류 조금  동물성 지방과 단백질섭취는 조금 줄여주시고  대신 콩 두부 섭취 늘려주세요  하루공복시간은 12시간은 유지하는게 좋아요  저녁일찍드시고  아침까지 속을 비워두시는게 좋아요  과일도  양을 너무 많지않게 하루 주먹만큼만 드셔주세요체중을 줄인다 보다는 유지한다 생각하시면  키가 크면서 체중이 키에 저절로 맞추어집니다절대 서두르시지말고 조금씩 천천히  그러나 꾸준히..좋은 결과 있으셨으면 좋겠네요
470,"감기인지 확인 좀 부탁드릴게요,,",오늘부터 제가 느끼기에는 미열이 있는거같은데 열을 재보면 36.3 도 정도만 나오고 숨을 들이마실 때 장기쪽이 간질간질 거린다고 해야하나 ?.. 그리고 몸을 스칠 때 살짝 따가운데 감기증상인건가요 ?? 아니면 에어컨을 많이 틀어놨었는데 냉방병 같은 게 걸린건가요 ㅠㅠ,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.명확하게 구분은 어렵지만 과도한 에어컨 냉기노출은 냉방병의 원이이 될수 있습니다
471,코로나 19 증상,제가 오늘 아침에 차를 타다가 나와서 열을 잿거든요 근데 37.9도가 나와서 이상해서 세 번? 정도를 다시 잿는데 거의 비슷해서 차 안에 들어와서 바로 귀에 꽂아서 재는 걸로 열을 잿는데 36.6이 나왔어요 열이 높게 나온거 의식해서 그런가 몸이 막 뜨거운 거 같은 느낌이 드는데 혹시 코로나 인가요?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.증상만으로 코로나를 알수 없습니다 열이나면 코로나 검사를 받아보시는 것이 좋겠습니다
472,발바닥에 생긴 점,처음엔 하얀색이 튀어나왔다가 시간 지나니까 검은색이 안 쪽에 생긴 것 같은데 뭘까요?암은 아니겠죠?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.암은 아닌듯 합니다 손으로 혹시 잡아 뜯거나 긁거나 하셨나요?
473,밤마다 어지러워요,밤마다 뭔가 동서남북으로 움직이는 기분이 들어서 못잘 정도로 힘드네요병원에 찾아가야할까요? 만약 간다면 어디로 가야할까요?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.많이 불편하시군요  신경과 진료 받아보시는것이 좋겠습니다
474,열이 높게 나는이유,제가 오늘 학원에 가는데 엘리베이터를 타려고 하는데엘리베이터 앞에 학생들은 계단으로 이동하라고 해서 친구랑계단으로 7층까지 경사도있어서 결국갔는데 땀이 진짜많이흐르고 얼굴도 빨갛게 된상태로 비접촉식 온도계로 열을 쟀는데37.8이나오고 제친구는 37.6이나왔는데 원래 엘리베이터 탈때는 36.6정도 나오는데 오늘 땀이 흘러서 열이 높게 나온걸까요?아니면 열이 진짜 높은 걸까요... ?학교에서 열 잴때 높게 나올까 걱정이예요..ㅠㅠ학교에서 땀나면 열 높게 나올까요?정확하게 적어주세요ㅠㅠ최대한 빨리요.....ㅠ,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.일시적인 현상인지 아니면 지속적으로 열이나는것인지는 주기적으로  체온 측정을 해보시는 수 밖에는 없어요
475,알칼리증에서 K이온과 H 이온,"알칼리혈중에서 수소이온은 세포외액보다 세포내액에 더 많아,전기적으로 중성을 유지하기 위해 칼륨이온이 세포밖에서 세포 안으로 이동한다고 하는데반대로 세포안에 양이온이 많으니 칼륨이온은 세포 밖으로 나가야하는거 아닌가요?",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.산혈증에서는 H 이온이 세포안으로 들어가면서  K가 세포밖으로 빠져나오고알칼리 혈증에서는 H 이온이 밖으로 나오면서 K가 세포안으로 이동합니다pH를 유지하기 위한반응입니다  양이온이 많고 적고의 문제는 아닌듯 합니다
476,발톱이 이상해요,사진에 보이는것처럼 발톱이이상합니다,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.발톱무좀으로 보입니다 치료받으시면 회복하실겁니다
477,스트레스 몸살,"요근래 스트레스를 좀 많이 받았어요.. 밥도 잘 안넘어가고 먹기만하면 설사하고, 배도 안고플정도로 신경쓰이는 일이 많았다가 어제부터 좀 편해졌습니다.. 그러고나니 오늘 몸이 축 처지더니 열도 좀나는것 같고 그러네요... 다른증상은 없고요.저번주 금요일 약속 이후로 별다른 약속 잡지않고, 가까운 외출을 할때도 당연히 꼬박꼬박 마스크를 착용하였습니다. 시국이 시국인지라 코로나는 아닐까하는 걱정도 되네요.. 스트레스로 열나고 몸살이 온걸까요??",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.스트레스 많으신 모양입니다  코로나는 증상으로 알수는 없지만 아닌것 같습니다스트레스로열이 오르지는않아요 열 재보셨나요?
478,디에타민 복용,이주뒤에 자궁 용종 제거 예정인데 디에타민 복용 해도 되나요?,"안녕하세요. 하이닥-네이버 지식iN 상담의 최원철 입니다.​넉넉히 1주일 정도는 약 복용을 중단해보시는 것이 좋겠습니다. 디에타민은 phentermine 제제 식욕억제제 입니다. 이는 교감신경 자극을 통한  식욕억제 효과를 보이는 약인데요. 그렇기 때문에 phentermine 성분으로 인해 혈압, 맥박이 오르게 되어, 수술 시 출혈 및 지혈 지연 등을 보일 가능성이 있습니다.​보통 phentermine 성분의 반감기는 19~24시간 정도 이기 때문에 2일 정도면 약에 의한 영향은 거의 없을 것으로 보이지만, 약 복용 중단은 최대한 오랫 동안 하는 것이 아무래도 부작용에 대한 걱정을 많이 줄일 수 있어 도움이 되겠습니다.​답변이 도움이 되셨기를 바랍니다.감사합니다."
479,낮에 갑자기 몸살기운에 열이 37.6도 까지 올라서 한숨 자고 일어났더니 몸이 가벼워 지고 열도 정상이 됐는데 이건 무슨 경우 인가요?,NA,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.경과를 지켜봐야하지만 열이 더오르면 코로나 검사가 필요할수 있습니다
480,머리 ㅈㄴ 아픔,편두통인지 현기증인지 모르겠는데 요즘 스트레스 ㅈㄴ 받고있거든요 그래서인지 옆쪽 머리(?) 가 장난 안치고너무 아픈데 다행히 양쪽은 아니고 오른쪽 옆머리부분이아프거든요 안아픈 방법 없을까요,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.스트레스를 잘 해소 해야 덜아플겁니다많이 불편하면  약을 드셔 보시는것은 어떨까요?
481,배가 튀어나와요,키가 169에 52킬로로 마른편입니다요즘 배가 좀 이상해서요통증이나 그런건 없는데 서있을때나 바르게누워있을땐 괜찮은데 옆으로 누으면 배가엄청 튀어나와요거의 임신7개월은 된 임부처럼요가스라고 하기엔 옆으로 눕기만하면 항상 이래요근래 10년간 체중에 큰 변화도 없었는데왜 그런걸까요?배가 튀어나온다고 통증도 없는데 병원에갈수도 없고 평소 걷기운동 하루 2시간씩운동도 해서 뱃살은 아닌것 같은데 뭘까요?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.진료가 필요한부분이라고 봅니다  가스가 많이 차고 그러지는 않나요?
482,배가 아프지 않는 순한 변비약 있나요? 왜 그렇죠?,NA,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.변의 양을 늘려주거나 삼투압을 증가시켜주는 약은 비교적 복통없이 변비를 완화시켜줍니다
483,코수술하고 시간이 좀 지났는디,코수술하고 시간이 좀 지났는데자리 잘 잡았는지 확인 안해봐도 될까요?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김진서 입니다.​이상증상이 없다면 괜찮습니다.혹시 걱정이 되거나 이상증상이 있다면 병원에 내원하셔서바로 검사를 해보는것이 좋습니다.​감사합니다.
484,광대수술하고 약간 통증도 남아있고먹는거 먹을때마다 불편한 느낌이 있는데 괜찮은가요?,NA,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김진서 입니다.​현재 질문만으로는 정확한 진단 및 답변을 드리기 어렵습니다.​이상증싱이 있다면 병원에 내원하셔서 상담을 통해 정확한 진단후치료를 받으시길 바랍니다.​감사합니다.
485,겨드랑이 혹?멍울? 내공 150,안녕하세요 18살 학생입니다! 이틀정도 됐나? 갑자기 겨드랑이에 혹같이 뭐가 만져지고 만질 때 조금 통증이 있어요ㅠㅠ 거울로 봐도 뭐가 볼록 나와있다는걸 알수있어요 크기가 크진 않는데.. 뭔가요??ㅠㅠ 병원 가야할까요? 어떤 병원에 가면 될까요.. 너무 무섭네요ㅜㅠㅠㅠ,"안녕하세요. 하이닥-네이버 지식iN 상담의 송슬기 입니다.​재반응성 림프절염, 피지낭종 가능성이 가장 큽니다.​외과 방문해서 간단히 검사받고 치료하면 됩니다.​​답변을 참고하시기 전에1. 온라인 상에서의 답변은 제한적인 정보에 따른 견해로 법적인 책임이 없는 참고 정보로만 고려해주세요.2. 정확한 의학적 검진과 판단은 가까운 병원에 방문하셔서 전문의에게 들으시기 바랍니다."
486,오른쪽 겨드랑이에 멍울이 만져집니다,저는 여성이고 몇 개월 전부터 만져지기 시작했습니다얼마 전부터 가끔씩 욱신거리며 아픈 게 걱정돼 질문 남깁니다크기는 손으로 오케이 사인을 만들었을 때 동그라미 크기와 비슷하거나 조금 작은 것 같습니다혹시 몸에 큰 문제가 있는 걸까요? 병원에 가야한다면 어디로 가야할까요?,안녕하세요. 하이닥-네이버 지식iN 상담의 홍재웅 입니다.​겨드랑이에 통증을 동반한 멍울로 문의를 주셨네요.​초음파 검사가 필요해 보이네요.​가까운 유방외과 내원하셔서 진료를 받아보실 것을 권유 드립니다.​답변이 도움이 되었으면 하네요.
487,"어제아침엔 2개였는데 긁었더니 어제오후에 14개, 오늘아침에 17개가 됐어요ㅠㅠ어제 피부의원님께 갔더니 병명은 안알려주시고 가려움증연고만 처방해","어제아침엔 2개였는데 긁었더니 어제오후에 14개, 오늘아침에 17개가 됐어요ㅠㅠ어제 피부의원님께 갔더니 병명은 안알려주시고 가려움증연고만 처방해주셨는데 왼쪽발에도 비슷한 반점이 올라오는 것 같아서요!의원님께서 다른말씀은 딱히 없으셨지만 혹시 가족에게 옮을수도 있을까요ㅠ",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.접촉성피부염으로 생각됩니다 혹시 산이나 풀밭에 다녀오셨나요?  연고는 너무 많이 바르셨어요  발랐는지모를정도로 얇게 바르시면됩니다
488,냉방병&코로나 질문,제가 며칠간 에어컨 틀어놓고 잠을 잤는데 그래서 그런지 어제부터 머리가 아프더라고요ㅠㅠ 어제 약 먹고 자서 아침에 괜찮았었는데 에어컨 트니까 다시 두통이 심해졌어요그 외에 다른 증상은 없는데 냉방병인가요?ㅠㅠ그리고 제가 저번주에 마스크 안 쓰고 노래방도 가고 다른 지역으로 놀러도 가서 (마스크 착용함) 혹시 코로나일까봐 불안한데ㅠㅠ 그렇진 않죠...? 열은 없어요...이 시국에 놀러다닌 것에 대해서는 반성하고있습니다ㅠㅠ답변 부탁드려요...,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.코로나를 증상으로 구별할 수 없지만 냉방병이 아닌가 생각됩니다열이나거나 하면  코로나 검사를 고려하셔야 합니다
489,밥 시간 조금 지나면 어지럽고 밥먹는게 힘들어요,19살 여자입니다작년까지만 해도 하루 한 두끼 먹어도 문제 없었고오히려 그정도 챙겨먹는게 딱 적당한 느낌이었어요근데 올해 5월부터쯤인가 아침 점심 저녁 시간 때를 놓치면배가 고프기보다는 슬슬 어지럽고 기력이 빠져나가는 느낌이 들어요그렇다고 오래 굶은 것도 아니고아침(7시) 먹고나서 한 1~2시쯤 되면 어지러운 것 같아요근데 막상 어지러워서 밥을 챙겨먹으려고 하면원래 먹는 양(보통 급식 양이나 1인분)의 반정도? 좀 심할 때는 3분의 1정도 먹으면턱 관절이 좀 아프고 씹기가 힘든?? 밥 먹는 일마저도 너무 힘들게 느껴져요안 먹으면 이따 또 금방 어지러울걸 알아서 먹기는 하지만먹다가 지치고 힘들어서 결국 얼마 못먹고 또 어지럽고......그렇게 악순환의 반복입니다.잠을 적게 자서 그런가 했는데많이 잘때도 마찬가지에요원래 혈압이 조금 낮은편(저혈압인듯 아닌듯....)인데그냥 병원을 가봐야 할까요? 조언 부탁드립니다,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.얼마나 오래된증상인가요? 진료는 받아보셨나요?  잠도잘자고 식사도 잘드시고 해야하는데.... 스트레스는 많은가요?오래된증상이라면 시간이 좀 필요할 수 있습니다계속되면 진료가 필요할 것으로 생각됩니다
