,Title,Question,Answer
452,"목에 가래, 목똥이 안보이는곳에서 나와요","얼마전부터 목똥이 조금씩 나오기 시작했는데 다행히 밖에 있을때는 안나오고 양치할때만 종종 나와요.요즘 목에 계속 가래가 낀 느낌이있어서 불편했는데 가래를 끌어올려서 뱉으면서 나오기 시작했던거같아요..목똥이 보이면 혼자 제거하고싶은데 목 깊은데서 나오는 느낌이라 빼기도 힘드네요ㅠㅠㅠ어젯밤에는 목에 불편한느낌때문에 양치후에 계속 가래 뱉어내다가 엄청큰 덩어리들이 나왔어요 (평소에는 쪼꼬마난거만 나와요, 입냄새는 안남) 그러다가 갑자기 토를 조금...ㅠㅠㅠㅠ오늘도 가래때문에 목이 너무 불편한데 또 토할거같아서 이러지도 저러지도 못하고있어요 제 목 왜이러는걸까요ㅜㅜㅜㅜㅜ참고로 20대/ 비염 기침 없습니다.","안녕하세요. 대한의사협회·네이버 지식iN 상담의사 이비인후과 전문의 문인희 입니다.​목에서 가래와 편도결석이 자주 나오는 것 때문에 불편하신 것으로 사료됩니다.가래와 편도결석은 별개의 증상이므로 각각 원인에 따른 별도의 치료가 필요합니다.​가래는 코에서 넘어가는 가래인지, 목에서 생기는 가래인지에 원인에 따라 치료가 달라질 수 있습니다.​편도결석은 실제로 편도바깥으로 보이는 부분보다,편도앞주름과 편도의 홈 사이에 숨어있는 경우도 많고,편도 윗부분에 있는Weber's gland (웨버스 선)라는 분비선에서 나오는 경우도 있습니다.그렇기 때문에 입안을 그냥 들여다 봐서는 편도결석이 보이지 않는데,실제로는 입냄새와 편도결석이 나오는 경우에는 편도 앞주름과 편도사이의 홈같이 보이지 않는 부위에 편도결석이 생기는 경우가 많습니다.이런 경우라도70도 후두내시경으로 편도상와를 관찰하면 알 수 있습니다.​편도결석은 생명에 지장이 되는 심각한 문제가 아니기 때문에 이비인후과 의사선생님중에도 치료방침에 대해 의견이 다를 수 있습니다.심각한 문제가 아니니 그냥 참고 살아도 된다는 의견을 가진 분과,냄새나는 알갱이와 이물감이 반복되어 불편하면 적극적인 치료가 필요하다는 의견이 있습니다.편도결석에 관심이 많은 의사선생님은 편도결석을 앓는 분들에 대해 더 관심을 기울이고 편도결석 치료를 더 적극적으로 시도하는 경향이 있습니다.​​편도결석을 손톱이나 면봉,뾰족한 기구 등으로 편도를 후벼 파는 것은 점막손상을 일으킬 수도 있고 불결하기 때문에 권유되지 않습니다.임시로라도 제거하려면 가까운 이비인후과에 가셔서 흡입기,이어루프,포셉 등으로 제거하실 수 있습니다.​그러나 편도결석의 근본적인 치료를 원하신다면,근본적인 해결방법은 수술밖에 없습니다.편도결석을 생길 때 마다 빼 낸다 하더라도 편도홈의 구조가 바뀌지 않는 한,편도결석은 계속 생기게 되며,그런 구조를 그대로 둔 상태에서 편도결석을 예방하는 방법이나 안생기게 하는 방법은 없습니다.​편도결석이 일반 편도염처럼 약물치료가 잘 안되는 이유는,편도결석의 주요세균은 혐기성 세균이며,균막(biofilm)과 유사한 성상을 하고 있기 때문입니다.균막이란 단순한 세균덩어리가 아니라,마치 에스키모의 얼음집인 이글루처럼,세균들 덩어리를 견고한 외벽이 감싸고 보호하는 구조이기 때문에,양치질,가글,음식이나 한약은 물론이고 항생제로도 치료가 어렵습니다.이비인후과에서 임시방편으로 흡입기로 제거할 수는 있고,편도결석이 있어도 심각한 문제는 아니지만,근본적인 치료를 위해서는 수술이 필요합니다.​편도결석 수술은 편도결석이 생기는 홈부위를 레이저나 고주파 기기를 이용하여 편도 홈 깊이만큼 제거하는‘편도부분절제술’과,편도를 모두 제거하는‘편도완전적출술’이 있습니다.​편도의 면역기능은4-5세경의 소아기 까지는 중요한 역할을 하지만,그 이후에는 다른 면역기관이 활성화되므로,편도가 없어도 면역체계에 전혀 문제가 되지 않습니다.​‘편도완전적출술’은 한번에 편도를 피막까지 제거하기 때문에 재발의 가능성은 거의 없지만 출혈과 통증이 더 심하고 수일간의 입원이 필요합니다.가끔 국소마취로 편도완전적출술을 하기도 하지만,대부분 편도완전적출술은 전신마취를 하게 됩니다.편도완전적출술은 보통 수술시간이1시간 정도 걸리고,편도완전적출술을 받는 경우는 대개 통증이 매우 심한 편이고2주정도 극심한 통증이 있습니다.편도가 매우 크거나 잦은 편도염을 앓는다면 편도완전적출술이 필요합니다.​편도결석의 간편한 치료법인 레이저나 고주파를 이용한‘편도부분절제술’은 통증과 출혈은 적고 국소마취로 수술받으실 수 있는데,가끔 추가수술이 필요한 경우가 있습니다.수술시간은20~30분 정도 걸립니다.편도를 부분적으로 제거하는 수술방법은,각 개인의 편도 홈 깊이에 따라 차이가 있지만,편도완전적출술에 비해 평균 절반정도의 통증이 일주일정도 갑니다. ‘편도부분절제술’만로도 대부분의 편도결석이 해결가능합니다.초창기 레이저만으로 하던 수술방법에서 요즘은 고주파를 같이 사용하는 방법으로 더 발전되어 재발률이 줄어들었습니다.​2015년 이비인후과 학회지에 게재된 논문에 따르면,레이저와 고주파를 동시에 사용한‘피막(캡슐)내 편도부분절제술’ 1차례 수술만으로2년 이상 경과관찰 결과92.7%에서 편도결석이 치료되었다고 보고되었습니다.‘편도부분절제술’은 최근에 알려진 수술방법이기 때문에 집도자에 따라 수술의 예후가 차이가 날 수 있습니다.​편도결석을 수술해야 할 것인지는 본인이 얼마나 불편한지에 따라 결정하시면 됩니다.편도결석이 있어도 심각한 문제는 아니지만,그런 불쾌하고 불편한 증상을 근본적으로 없애고 싶으시다면 수술로 완치할 수 있습니다.불편감이 있으면 이비인후과 전문의의 진찰을 받아보시기 바랍니다."
453,코에서 (숨쉴때) 이상한 냄새가 납니다,"우선 콧바람을 내쉴때 썩은 냄새가 납니다.물을 마실때도 그렇고 침 삼킬때도 그렇습니다.분명한건 구강문제가 아닌 코입니다.구강은 청결하구요.치과에서도 치석, 충치, 잇몸질환, 백태, 설태 등 전부 없었습니다.목에 계속 가래 같은게 껴있는 느낌이고 물을 마셔도 침을 삼켜도 기침을 해도 가래뱉는 시늉을 해도 안뱉어집니다.양치하면서 컥컥 거리며 뱉으려고 해도 묽은 침만 나오고 이물감은 그대로입니다.원인이 뭘까 해서 여러군대 찾아본 결과 일단은 편도결석, 축농증, 역류성식도염, 후비루 이렇게 의심이 되는데 코 뒤로 계속 콧물같은게 넘어가는 느낌이 수시로 들고 그럴때 코를 한번 먹고 삼키려하면 시원하게 안넘어가고 목에 걸리는 느낌만 듭니다.그걸 다시 커억 해서 뱉으려 하면 묽은 침만 나오고 목에 이물감은 항상 그대로 입니다.제가 환절기 마다 알레르기성 비염을 10년가량 가지고 있었는데 작년부터인가 환절기마다 오는 비염증상이 저도 모르게 없어졌더라구요.대신에 앞서 계속 말씀드렸던 증상들이 새로 생겼습니다 무슨 병인가요ㅜㅜ?1. 코로 숨을 쉴때, 침을 삼킬때, 물을 먹을때 냄새가 남2. 코 뒤로 계속 콧물같은게 수시로 넘어가는게 느껴짐3. 목에 이물감이 항상 있고 별짓거리 다해도 그대로임4. 묽은 침이 계속 나옴5. 10년가량 환절기 비염가지고 있다가 작년부터 없어졌는데 대신에 앞서 말한 증상들이 새로 생김6. 치과에서 검사결과 구강문제는 아님 (사랑니, 치석,백태, 잇몸질환, 충치 등등)","안녕하세요. 대한의사협회·네이버 지식iN 상담의사 이비인후과 전문의 문인희 입니다.​적어 놓으신 내용만으로 보면, 한가지 질병이 아닐 수도 있습니다.​코에서 냄새가 나고 후비루가 있다면, 부비동염(세균성, 진균성-곰팡이) 혹은 위축성 비염, 비강 종양 등에 대한 확인이 필요합니다. 코 내시경 검사와 방사선 검사로 진단이 가능합니다.원인질환에 따라 약물치료를 할지, 수술이 필요한 상태인지 달라집니다.​목에 이물감이 있으면서 냄새가 나는 경우는 편도결석이나 역류성 인후두염 등이 있습니다.​편도결석은 실제로 편도바깥으로 보이는 부분보다,편도앞주름과 편도의 홈 사이에 숨어있는 경우도 많고,편도 윗부분에 있는Weber's gland (웨버스 선)라는 분비선에서 나오는 경우도 있습니다.그렇기 때문에 입안을 그냥 들여다 봐서는 편도결석이 보이지 않는데,실제로는 입냄새와 편도결석이 나오는 경우에는 편도 앞주름과 편도사이의 홈같이 보이지 않는 부위에 편도결석이 생기는 경우가 많습니다.​이런 경우라도70도 후두내시경으로 편도상와를 관찰하면 편도결석이 생기는 부위를 알 수 있고, 후두내시경으로 역류성 인후두염이 있는지도 확인 할 수 있습니다.​​편도결석은 생명에 지장이 되는 심각한 문제가 아니기 때문에 이비인후과 의사선생님중에도 치료방침에 대해 의견이 다를 수 있습니다.심각한 문제가 아니니 그냥 참고 살아도 된다는 의견을 가진 분과,냄새나는 알갱이와 이물감이 반복되어 불편하면 적극적인 치료가 필요하다는 의견이 있습니다.편도결석에 관심이 많은 의사선생님은 편도결석을 앓는 분들에 대해 더 관심을 기울이고 편도결석 치료를 더 적극적으로 시도하는 경향이 있습니다.​​편도결석은 심각한 문제가 아니기 때문에,크게 불편하지 않으면,그냥 지내셔도 될 것입니다.집에서 임의로 편도결석을 제거하기 위해 손톱이나 면봉,뾰족한 기구 등으로 편도를 후벼 파는 것은 점막손상을 일으킬 수도 있고 불결하기 때문에 권유되지 않습니다.임시로라도 제거하려면 가까운 이비인후과에 가셔서 흡입기,이어루프,포셉 등으로 제거하실 수 있습니다.그러나 편도결석의 근본적인 치료를 원하신다면,근본적인 해결방법은 수술밖에 없습니다.편도결석을 생길 때 마다 빼 낸다 하더라도 편도홈의 구조가 바뀌지 않는 한,편도결석은 계속 생기게 되며,그런 구조를 그대로 둔 상태에서 편도결석을 예방하는 방법이나 안생기게 하는 방법은 없습니다.​편도결석 수술은 편도결석이 생기는 홈부위를 레이저나 고주파 기기를 이용하여 편도 홈 깊이만큼 제거하는‘편도부분절제술’과,편도를 모두 제거하는‘편도완전적출술’이 있습니다.​편도의 면역기능은4-5세경의 소아기 까지는 중요한 역할을 하지만,그 이후에는 다른 면역기관이 활성화되므로,편도가 없어도 면역체계에 전혀 문제가 되지 않습니다.​역류성 인후두염은 식생활 습관 교정과 약물치료로 치료합니다.​원인질환에 따라 치료방침이 달라지기 때문에 더 정확한 것은 이비인후과 전문의의 진찰을 받고 치료받으시기 바랍니다.​"
454,코가 자주나오는데 코로나일까요,그냥 흐르는건아닌데 풀면계속나와요 비염은 원래부터 있어요코로나증상일까요 지금은 안풀고있어요,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김선익 입니다.증상만으로 코로나 여부를 판별하긴 어렵습니다.현재 증상으로는 비염의 가능성이 높긴 하지만 정확한 진료위해 근처 이비인후과 진료보시길 권해드립니다.감사합니다.
455,후두암 목소리 변화,후두암 초기증상중 하나인 목소리의 변화는정확히 어떤 증상인가요 ?목에 가래가 껴서 목소리가 이상하게 나는게 아닌그냥 목소리가 변하는건가요?,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정경수 입니다.목소리 변화를 말로 설명하기어렵습니다. 직접 후두내시경을 통해 성대를 관찰해야 정확한 진단을 받을 수 있답니다. 목소리변화중 허스키 한 목소리로 변화 둔 탁한 목소리로 변화, 걸걸걸하게들리기도 하는데 너무 다양하답니다.가까운 이비인후과 전문의 진료가 필요한 부분입니다.좋은 하루되세요"
456,"노인성 난청, 인공와우? 고막이식?",할머니께서 연세가 80세 이상이신데난청이 있으셔서 보청기는 불편해하시고고막이식수술을 받고 싶어하십니다.80세이상에 고막이식 수술이 가능한지부작용은 없는지 궁금합니다.괜찮다면 이비인후과에서 진찰을 받으신 후수술을 하면되는건가요?,"안녕하세요. 하이닥-네이버 지식iN 상담의 유신영 입니다.먼저 할머니의  청력을 기도 청력, 골도 청력 이 두가지를 검사를 통해 평가하여 난청의 정도 및 종류를 알아낸 후에 수술 여부에 대한 상의를 해보는 것이 순서입니다.이유는 우리가 잘 듣지 못하는 난청이라는 것은 종류가 있습니다. 이것은 크게  소리가 달팽이관이라는 전기 신호를 만들어내는 변환장치, 이는 내이에 해당이 되는데, 이 달팽이관 까지 전달이 되지 못해 잘 못 듣는 것이라면 전음성 난청,그리고 달팽이관에서 부터 청신경, 뇌까지 전달이 되는 과정에서 달팽이관의 문제나 기타 신경의 문제로 소리를 잘 듣지 못하는 것이 감각신경성 난청이라하고 난청은 크게 두가지로 나뉘어 집니다.할머니의 난청이 이 두가지 난청 중에서 어디에 해당하는 지를 알아야 수술 가능 여부를 알 수 있습니다.  정확한 검사 한번이면 가능하구요, 전음성 난청 만 수술적으로 치료가 가능한 것이지, 감음신경성 난청은 수술로 치료가 되지 않습니다.가까운 귀 전문의를 찾아가셔서 정확한 청력 검사를 받아보세요. 기도, 골도 청력이 가장 중요합니다."
457,"인공 고막 수술 가능성, 비용","저희 어머님이 젊을때 고막에 문제가 생기셔서 약 30년 이라는 세월을 한쪽 귀로만 듣고 사셨습니다. 한쪽 귀는 전혀 듣지 못하십니다. 혹시 오랫동안 방치되어 듣지 못하는 귀, 인공고막 수술 또는 보청기라도 다시 들을 수 있게 할 수 있나요? 꼭 그렇게 하고 싶어요","안녕하세요. 하이닥-네이버 지식iN 상담의 유신영 입니다.일단 치료를 말씀 드리기에 앞서서 청력 재활에 대한 정의부터 알고 계셔야 할 것 같은데요,청력 재활이라는 것은 약물이나 기타 다른 방법으로 기존 청력이 다시 정상적으로 회복이 되지 못할 때에 저희가 다른 방법을 통해 환자들의 청력을 교정해 드림으로써 환자분들의 불편감을 최소화 하는 일련의 과정들을 통칭하여 청력 재활이라 부릅니다.첫 번째 청력 재활은 특수한 형태의 보청기 입니다. 이 보청기를 저희는 CROS 보청기라고 부르는데요, 이 보청기는 일반인들이 아시고 계시는 보청기와는 다른 것이, 편측성 난청 환자분들의 망가진 귀에는 보청기를 착용해도 전혀 소리를 전달하지 못합니다. 그런데 이 CROS 보청기는 보청기 같이 생겼지만 사실 보청기가 아니고 들어오는 소리를 반대쪽 진짜 보청기로 보내는 역할을 하게 됩니다. 그래서 망가진 귀로부터 넘어온 신호를 정상 귀에서 듣게 되어 망가진 귀 쪽에서 들려오는 소리도 고개를 돌리지 않고도 편안하게 들을 수 있게 되는 것입니다. 이러한 기술은 소리는 망가진 귀 쪽에서 들어오는 소리도 머리가 막고 있는 것을 넘어서는 반대편에서 들을 수가 있는데 이 머리를 넘어 들어오는 소리보다도 빨리, 그리고 더 크게 들어오게 하는 신기술, 블루투스 무선통신의 결과로 이러한 CROS 보청기가 나오게 된 것이라 의미가 있다고 할 수 있습니다.이 CROS 보청기의 장점은 수술이 필요치 않으며, 지금은 잘 들리는 귀가 혹시 청력이 떨어진다해도, 만약 청력이 이미 조금 떨어져 있다 해도 잘 들리는 귀에 착용하는 기계에는 보청기 성능이 있기 때문에 우리가 얼마든지 소리를 증폭해서 정상인의 수준으로 듣게 할 수 있지만, 하나의 단점은 양측에 기계를 착용해야만 한다는 사실입니다.두 번째 청력 재활은 이식형 골전도 보청기가 되겠습니다.이식이라는 것은 우리가 임플란트를 생각하시면 되고 즉, 수술적 치료를 의미하는 것입니다.골전도가 되는 기계를 머리 뼈 안에 삽입을 해서 망가진 귀쪽으로 소리가 전달이 되면 이 기계가 진동을 하게 되고 이 진동이 바로 골전도라는 과정을 통해 반대쪽 정상 귀에 신호를 보내 정상쪽귀에서 소리를 듣게 되는 원리가 되겠습니다.머리 뼈 안에 삽입을 한다고 해서 상당히 무서워하시는 분들이 많은데요, 머리 뼈가 생각보다 두껍고 머리뼈를 약간만 갈아내고 상당히 안전한 위치에 기계를 삽입하기 때문에 수술 후 부작용이나 합병증 같은 것은 생각하지 않으셔도 됩니다. 음질은 매우 깨끗하고 우리가 듣는 소리와 유사해서 보청기가 기계음이기 때문에 민감하신 분들은 불편해 하시기도 하는데 이 골전도 기계의 음질에 대해서는 불편해 하시는 분을 접한 적이 없습니다. 이 방법의 단점은 기계를 수술적 방법으로 삽입을 해야 한다는 것과 삽입을 하는 내부장치에는 전원이 없기 때문에 외부에서 전원을 공급하고 소리를 받는 역할을 하는 밖에서 보이는 외부 장치가 있다는 점, 물론 여성 분들의 경우에는 머리카락으로 완벽하게 가릴 수는 있겠습니다. 어쨌든 외부에서 보이는 장치가 있다는 점에서 많은 분들이 망설여 하시는 것을 진료실에서 경험하기에 말씀을 드립니다.정리하자면망가진 쪽 귀의 신호를 반대편으로 보내 정상 귀에서 듣는다는 원리는 첫번째와 두번째 방법이 같지만 하나는 비 수술인데 비해 양쪽에 기계를 착용해야 한다는 것이고 다른 하나는 수술을 받아야 하는데 기계는 한쪽에만 착용하시면 된다. 이렇게 정리를 하시면 좋을 것 같습니다.세 번째는끝판왕이라고 말씀을 드릴 수 있는데 그래도 꽤 유명해진 인공와우 이식술이 되겠습니다.이 방법은 위에 있는 두 가지 방법과 근본적인 차이가 있는데 그것은 망가진 귀 자체에 인공 달팽이관을 이용하여 듣게 해준다는 것에서 큰 차이가 있습니다.편측성 난청 환자에서 먼저 인공와우 수술을 소개드리기에 앞서 환자분들께 말씀드리고자 하는 것이 있는데 이 수술은 달팽이관만 망가져 있고 청신경은 반드시 살아 있어야 하는데 , 일반적으로 저희가 청력이 0% 가 되고 난 이후에 10년이 경과하게 되면, 청신경의 기능이 살아 있다는 것을 확신할 수 없기 때문에 5%라도 살아있다면 몰라도 아예 완전히 청력이 소실이 된 경우에는 난청 발생 후 10년 이내에는 수술을 받으셔야 한다는 것을 가장 먼저 강조를 드리고 싶습니다.인공와우 수술의 장점은 반대쪽 귀의 상태와는 상관이 없이 기계로 청력이 교정이 된 이후에는 돌아가실 때까지 그 청력이 그대로 유지가 된다는 점에서 제가 말씀드린 끝판왕이라는 표현을 쓰게 된 것 이구요, 또 하나의 가장 큰 장점은 만약 망가진 귀에 이명 증상이 있는 경우에는 가장 확실한 이명 치료 방법이 될 수 있다는 사실입니다. 이명은 난청이 발생하면서 비 정상적인 전기신호가 발생하여 생기는 현상이기 때문에 이것을 인공와우로 교정을 하여 청신경이 전기 자극을 인공 와우로부터 받게 되면 거의 모든 환자에게서 이명이 줄어들고 궁극적으로 이명이 소실이 되는 것을 임상적으로 경험하게 됩니다.인공와우 이식술의 단점도 있습니다. 수술적 치료를 받아야 하고, 이식형 골전도 보청기 시술에 비해서는 다소 난이도가 있기 때문에 합병증이 발생할 수도 있으며, 무엇보다 이러한 편측성 난청 환자에게서는 아직까지 우리나라에서는 의료보험 적용이 선별급여라고 해서 20% 밖에 지원되지 않으시기 때문에 이 고가의 기계를 본인이 80% 부담해야 한다는 점에서 제한점이 있다고 할 수 있습니다.이렇게 세가지 방법에 대해서 말씀을 드렸습니다.이 세가지 중에서 어느 것을 선택을 하느냐는 환자분의 선호도도 물론 있겠지만 잘 들리는 귀의 청력 상태가 완전히 정상이냐, 아니면 약간 떨어져 있느냐? 만약 정상이라면 의학적으로는 이식형 골전도 보청기가 추천이 되고 잘 들리는 귀도 청력이 조금 떨어져 있다면 그 쪽 귀도 보청을 할 수 있는 CROS 보청기가 추천이 되며, 망가진 귀에 이명 증상도 있어 이로 인해 불편감이 심한 경우에는, 그리고 청력 손상이 진행이 비교적 빠른 경우에는 망가진 귀 자체를 교정하는 인공와우 이식술이 추천이 됩니다.이와 같이 환자분의 선호도 및 환자분의 청력 상태, 그리고 동반되는 증상의 유무에 따라서 이 세가지 기본적인 치료 방침을 두고 환자분과 치료진 간에 충분한 상담을 통해 환자분의 청력 재활을 성공적으로 이끌어 가는 것이 반드시 필요한 것 같습니다. 감사합니다."
458,코로나 19,열 살짝 나구 몸이 뭔가 처지고 두통 어쩌다가 한번씩 있는데 코로나 일까욤.. 목은 딱히 안아프고 기침도 잘 안해요아 그리고 아까 수업중에 잠깐 콧물이 물처럼 줄줄 나왔다가 지금은 안나와요,"안녕하세요. 하이닥-네이버 지식iN 상담의 최혁기 입니다.​현재는 열만 좀 나고, 감기기운이 좀 있는 상태가 아닐까 생각됩니다.하지만 시간이 지나면서, 37.5도 이상의 열, 인후통, 기침이 있으면선별진료소나 각지역 보건소에 문의해서 코로나 검사에 대해서도 문의를 해보시기 바랍니다.시간이 갈수록 증상이 호전되는 양상이라면, 경과관찰하시구요.​감사합니다."
459,임신 13주중에 코에 염증이 생겨 이비인후과 다녀왔어요.. 이약과 연고 임신중에 괜찮은건가요? 항상제라..조심스럽네요..,임신 13주중에 코에 염증이 생겨 이비인후과 다녀왔어요..이약과 연고 임신중에 괜찮은건가요?항상제라..조심스럽네요..,"안녕하세요. 하이닥-네이버 지식iN 상담의 최혁기 입니다.​대개 임신중에는 약물 복용에 신경을 쓰지 않을 수 없는데요.​특히 초기와 중기에는 더더욱 조심해야 합니다.​처방받은 약들은 산부인과 선생님들도  임신 중에 처방을 하는 약이긴 합니다만​염증이 심하지 않다면, 연고만 좀 바르는 것을 어떨까 생각해봅니다.​​그리고 현재 다니는 산부인과 선생님께도 다시 한 번 확인하시고  복용을 하셨으면 합니다."
460,목에 하얀 염증? 병명이 뭔가요,최근에 음식먹을때 물마실때 목이 아파서 칫솔로 혀 좀 내리고 후레쉬로 비춰서 보니까 저런게 나있네요이건 대체 뭔가요??증상을 몇가지 더 말하자면 목이 아프고 코로 숨쉴때 공기가 닿아서 많이 건조해지는 느낌??이 들고아침에는 코로 숨쉬면서 오랜시간 자면서 건조해져서 그런지 아픔이 극대화 됩니다병명이 뭔지 궁금합니다!,"안녕하세요. 하이닥-네이버 지식iN 상담의 최혁기 입니다.​입안 점막이 허는 것을 구내궤양이라고 하는데 이것이 편도 점막에 생겨 있는 것으로 보입니다.궤양의 크기가 크고, 테두리 부위에 종괴가 만져지면 조직검사를 하기도 합니다.현재의 사진에서는 뚜렷하지 않지만, 완전히 나을때까지경과 관찰을 잘 하시기 바랍니다.​먹는 약과 점막 소작술 같은 치료를 이비인후과에서 받으시기 바랍니다.​감사합니다."
461,2주넘게 생겼습니다. 이비인후과에서 유두종이라고 하는데 아프면 떼내야 한다고하네요. 며칠전부터 아프기 시작합니다. 그런데 이비인후과에서 뗄수없다,2주넘게 생겼습니다. 이비인후과에서유두종이라고 하는데 아프면 떼내야한다고하네요. 며칠전부터 아프기 시작합니다.그런데 이비인후과에서 뗄수없다고하는데 어디로 가야하나요??,"안녕하세요. 하이닥-네이버 지식iN 상담의 최혁기 입니다.​혀에 생기는 양성 종양으로 보입니다.대표적인 것이 유두종, 섬유종, 지방종, 점액낭종 등이 있습니다.유두종이나 섬유종일 가능성이 커 보입니다.​수술은 이비인후과에서 하는 것이 맞습니다.현재 진료를 본 이비인후과에서 수술을 못하실 사정이 있지 않을까 생각됩니다.다른 이비인후과를 알아보시기 바랍니다.​감사합니다."
462,한쪽 귀가 먹먹해요,그저께 이상한자세로 자고일어났더니 귀가먹먹했구요 하루참아보고 이비인후과가보자 하고 자고다음날 먹먹한건 똑같고 밤에 살짝 귀안이아팠어요 잠깐아프고 괜찮았고 이비인후과 개인적인사정때문에 안가고 오늘일어났는데먹먹한게 잘안느껴지지만 확실하게 먹먹하긴하고 약간 풀린거같은데그냥 좀 더 냅둬도될까요? 귀에서 환청이들리거나 이상한소리 들리는거아니고 그냥 먹먹하기만해요그리고 며칠전에 귀안이 좀 가려웠어요요즘 잠을 너무 일찍깨고있긴하는데 그거때문일까요? 귀에 물들어가거나 그런건 없엇던거같은데..채택바로해드려요빨리 이비인후과 내원하세요 이런답변은 채택안할게요,"안녕하세요. 하이닥-네이버 지식iN 상담의 최혁기 입니다.​귀가 아팠던 것으로 보아서 외이도염같은 염증에 의해서 귀가 멍한 것이 아니었을까 생각됩니다.외이도염이 없는데도, 귀가 먹먹한 것이 하루 이상 지속될 때에는저음역청력저하를 확인하기 위해서 기본적인 청력검사를 해보는 것이 좋습니다.간혹 귀지가 안으로 밀려들어가서 고막근청 머무르고 있을때 귀가 멍하기도 하니까증상이 지속되면, 아무래도 이비인후과 의사를 한 번 만나보는 것이 좋겠습니다.​감사합니다."
463,부비동염 수술,안녕하세요 부비동염 수술한지 한달정도 되었고 3주에서 4주가 지나는 시점에 병원에 가서 검사를 하니 다 나았고 특별히 이상이 있으면 오라는 말씀과 함께 치료종료 하였습니다. 그러나 숨쉬기도 편하고 좋았는데 잦은 재채기와 코막힘 인후통 등 증상이 생겨 동네 내과에가니 감기증상이라고 하여 약복용하고 있습니다. 근데 맘속으로 걸리는게 3주에서 4주가 되어가는 시점 다 나았다는 말씀을 듣고 술을 한잔 하였고 한달이 지난 지금 흡연을 많이는 아니고 안좋은일이 있어 한두대 피웠는데 특별히 이상이 생길가능성이 큰가요 지금 상태는 인후통 코막힘 코속냄새 등입니다...,"안녕하세요. 하이닥-네이버 지식iN 상담의 최혁기 입니다.술 코점막의 부종을 유발하고, 담배는  코점막의 섬모의 기능을 방해합니다.가능하면 안하는 것이 좋습니다.  장시간 많이 영향을 받은 것이 아니라면, 큰 문제는 없을 것으로 생각됩니다다만 축농증 수술 후에도 2-3개월에 한 번 씩은 재발의 여부나 코 현재 상태를 확인하기 위해서정기적인 진료를 받으시길 추천드립니다.​감사합니다."
464,성인 급성중이염,귀가 갑자기 먹먹해지고 만지기만해도 아프길래 병원에 갔는데 급성중염이라고 의사선생님이 그랬어요 ㅠㅠ 근데 약을 먹어도 귀 전체가 너무 아프고 입 벌릴때마다 턱도 많이 아프네요 고름같은건 안 나오구요 귀 통증은 언제쯤 괜찮아질까요,"안녕하세요. 하이닥-네이버 지식iN 상담의 최혁기 입니다.증상이 어느 정도로 심하냐에 따라서 통증이 지속되는 기간이 다를 수 있을 것 같습니다.귀 전체가 아프면서 입벌릴 때도 아픈 것으로 보아서좀 심하게 온 것으로 생각됩니다.지속적으로 약물치료 하시고, 통증이 조절되지 않으면, 담당선생님과 상의해서약을 조절하시기 바랍니다.​감사합니다."
465,만성중이염 어지러움,만성중이염 한 15년 된거같아요동네 이빈후과 다니다가 좀 심각해져서대학병원 다니는데 수술을 해야하네요뼈가 녹았다네요약 한달치 먹고 9월 검사후 10월 수술인데일주일 전부터 갑자기 어지럽고운전도 힘드네요 일상생활도병원 저나했더니 예약이 콱 찼고약은 오래먹음 안되는거라처방이 더는 힘들고 회사는 다녀야하는데이거 어떻해야하는지 갑자기 어지러워서빙빙 어지럼증이 하루종일 가네요 갑자기...무섭네요그냥 수술날짜까지 기다려냐하나요...,"안녕하세요. 하이닥-네이버 지식iN 상담의 유신영 입니다.중이염의 합병증이 의심이 되는 상황이고 이러한 경우는 어지럼증 뿐 아니라 시간이 지나면 청력도 잃어버릴 수 있는 좋지 않는 상황으로 생각됩니다. 뼈를 녹이는 질환이라고 하셨으니 귀안에 존재하는 (내이) 어지럼증 기관을 녹여서 이러한 증상을 만들어 낼 가능성이 있네요..ㅠㅠ굳이 대학병원에서 수술을 해야하는 이유가 없으시다면 귀 수술을 할 수 있는 귀 전문의가 있는 병원들은 이러한 경우 시간을 지체하지 않고 빠른 수술을 도와드릴 수 있습니다.수술 준비에서 부터 수술, 그리고 수술 후까지 대학병원의 진료에 비해서는 시간이 훨씬 단축이 될 것입니다.수술을 어느 병원에서 받는가가 중요한 것이 아니라 수술을 집도하는 수술자의 수술 경험이 얼마나 풍부한가에 따라 수술결과가 달라지는 것이라고 생각하기 때문에 이러한 합병증이 의심되는 상황일 수록 풍부한 경험이 있는 귀 전문의가 빠른 시간 내에 수술을 시행하여야 한다고 판단되어 글을 올립니다."
