,Title,Question,Answer
80,콜레스테롤 중 LDL이 평균치보다 3배 가까이 높다는데 몸에서 느끼는 증상은 별 증상없이 건강히 잘 지내는데 병원에 가 봐야하는걸까요?,NA,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
81,코수술 실리콘제거,코실리콘 제거한지 일주일지났는데 땀나는운동해도 되나요,안녕하세요. 하이닥-네이버 지식iN 상담의 유영선 입니다.​아직 과격한 운동은 하지 않는 것이 좋습니다. 코 상태에 따라 다르지만 보통 한달정도는 여유 기간을 두도록 권유드립니다.​궁금증에 대해 알맞은 답변이 되었기를 바랍니다. 감사합니다.
82,유리조각이 박힌건가요?,제가 아까 유리를 해드렸는데 그이후로 발바닥 한 부분이 따끔 따끔 거리더라구요 그래서 후레쉬로 빛쳐도 빤짝이는건 없구요 상처도 없는거같은데 왜이러죠....,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
83,어지럽고 숨이막히고 머리가아파요따뜻한물로샤워를하고 나왔는데숨이막히고 몸이떨려서 선풍기바람쐬면서누워서쉬었거든요 물도 마시고요아직도 좀 힘이드네요저번부터 자주 머리가아프고어지러웠는데요원래빈혈기가있어요 심한건아니라 그냥 냅두는데이번에는 이렇게 어지럽고숨이막힌게한두번이아니라가끔걷다가도 순간 어지러워서 그자리에주저앉아요그후에는 숨이막히고 온몸이떨리고그리고 무엇보다두통이심해요어지러운게 사물형태가흐린어지러움이아니라순간적으로 안보이는?느낌이에요뒤통수를맞은기분이랄까 아무생각안들고숨이차고 머리가아파요왜이러는걸까요.. 기존단순어지러움증상을넘어서자주이러니까 좀걱정은되는데 병원가기에는유난떠는거같고 어떻게 해야할까요?,NA,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
84,19살 여고생인데요 갑자기 귀가 멍멍해지고 잘 안들리는 것 같아요 막 물 안에 들어가있는 느낌이에요 그리고 엄청 어지럽고 자꾸 삐 소리가 나요 요새 스트레스를 많이 받긴 했는데 그냥 스트레스 때문일까요..? 너무 당황스러워서 질문 남겨요..ㅠㅠ,NA,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
85,어지러워서 쓰러질 뻔했 습니다,"제가 침대에서 누워있다가 전화를 받으려고 일어났어요근데 세네걸음 갔을때 갑자기 몸에 중심이 안 잡히고 그대로 몸이 앞으로 치우치더라구여..그리고 난 후 벽 잡고 서있었는데 한 10~20초 정도 동안 너무 어지럽고 여기가 어딘지 모르겠더라구요 순간 내가 여기까지 어떻게 왔는지 갑자기 생각이 안나서 잠깐 생각하다가 전화받으러 왔구나가 기억이 났어요..나이는 중1이고 왜 이러는 건가요?? 갑자기 몸에 중심이 안 잡히고 쓰러질 뻔했는데 간신히 벽 잡고 쓰러지지는 않았다. 하지만 그 순간의 기억이 안 난다가 증상입니다..요즘들어 자주 어지럽습니다 기립성 저혈압으로 그런 것일까요? 평소엔 그냥 앞이 잠깐 까매지고 말았는데,,",안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
86,할머니가 등이랑 목을 너무 아파하세요,조금만 움직여도 등이 너무 아파서 소리를 내시는데 고개도 못돌리셔요 등 전체가 아프시다고 하네요... 고개도 못돌리시고목부터 아프고 등이 아파왔다는데 연세가 많이 되셨거든요.. 어떻게 할까요 당장 집에서 해야 할게,"안녕하세요. 하이닥-네이버 지식iN 상담의 양경승 입니다.자세질환, 목디스크 등을 의심할 수도 있지만, 연세가 있으시기 때문에 척추가 아픈 경우에는 다른 심각한 질환과의 연관성을 고려해 볼 수 있습니다. 예를 들어, 골다공증성 척추의 압박골절, 암의 골성 전이 등의 질환입니다.집에서는 진통제 복용, 온찜질 등을 시행해 보시고증상 지속시에는마취통증의학과, 신경외과, 정형외과 전문의와 상의하세요.감사합니다."
87,발톱이 가로흰줄이 생기면서 길게 움푹 파였어요건강의 적신호일까요,NA,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
88,살이찌고 나서 허리가 아파요,살이 갑작스럽게 10kg 정도 늘어났습니다의자에 앉아서 일하는 사무직인데 이전에는 불편하지 않았는데허리가 너무 아프네요,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
89,심한 재채기후 오른쪽 가슴바로밑 갈비뼈가아픕ㄴ니다.,몇일전 심하게재채기 이후 오른쪽가슴바로밑 갈비뼈가너무아픕니다기침을하면 순간숨을못쉴정도로 아프고 누워잇다가 자세를바꿀때(몸을돌릴때)도 너무아픕니다.서서걸을때도 통증이 계속느껴지고 따끔하는정도로가아니라 순간 윽소리가날정도로 아픕니다.네이버에검색을해보니 증상이 갈비뼈에금이갔을때 나타나는 증상과매우흡사하던데병원을가서 엑스레이를찍어야하나요?만약병원을안가면어덯게되나여보통회복하는시간은얼마나걸리나요,"안녕하세요. 하이닥-네이버 지식iN 상담의 하걸 입니다.​상기와 같은 증상 시 늑골 미세골절은 흔히 볼 수 있으며엑스레이 촬영에서는 이상을 발견하지 못하는 경우가 많습니다.대부분 근골격계 초음파 검사를 통해서만 골절을 찾아낼 수 있으므로,근처 정형외과, 통증의학과 중에서 근골격계 초음파 검사가 가능한 병원을 방문하시면 됩니다.통상적인 회복기간은 4주이며, 통증은 1-2주 이후부터 좋아집니다.​"
90,음주후 복통이 너무심하네요,술먹고난뒤 배가계속 가스가차고 물변을 봅니다.그리고 변에 기포같은 검정색 기름이뜨고 시도때도 없이 화장실을갑니다. 어제는 식은땀이 엄청나다가 오한도 왔습니다. 어떻게 해야되나요,"안녕하세요. 하이닥-네이버 지식iN 상담의 최원철 입니다.​직접 진료보지 않아 정확한 답변을 드리기는 애매하나, 일반적인 내용에 대해서 말씀드리면음주 후 증상을 호소하셨습니다. 심한 경우 부터 생각해본다면 급성췌장염으로 인한 증상일 가능성도 있겠습니다. 보통 알코올에 의한 영향은 간이 많이 받는 것은 맞지만, 췌장염 역시 알코올에 의해 영향을 받습니다. 물론 급성 췌장염의 증상은 보통 장운동이 저하되어 변비, 복부팽만 등으로 오며 질문자님 처럼 설사 형태로 오는 것은 드물긴 하지만, 췌장염이 아닌 알코올, 먹은 음식 등의 영향으로 설사 형태를 동반하는 경우도 있습니다.​급성 췌장염의 주된 증상은 복통, 구역구토, 복부팽만, 오한 등의 증상을 보이기는 하나, 증상만으로 진단되는 것은 아니며 의료기관 방문하시어 혈액검사, 방사선 검사를 통해 좀 더 정확한 진단이 가능합니다.​꼭 급성 췌장염이 아니더라도 현재 증상으로 볼 때에는 의료기관을 방문하시어 진료상담을 받아보시는 것이 좋을 정도로 증상이 심해 보입니다.​답변이 도움이 되셨기를 바랍니다.감사합니다."
91,발 사마귀 레이저 치료 후 관리법!,발 사마귀 레이저 치료한지 3일 째고 병원에서 후시딘 바르고 밴드 붙이면 된다고 하셨는데 혹시 연고 바르는 주기는(밴드 교체 주기는) 얼마나 자주하면 되나요?? 두번째 궁금한것은 밴드붙이고 종이 테이프로 싸서 공기 안 통하게 해도 되나요??,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
92,갈비뼈 밑이 아픈데 병원가야되나요?,누르고 있는부분이 아픈데 병원가야되나요?술담배 하는데 상관없겠죠?,"안녕하세요. 하이닥-네이버 지식iN 상담의 서민석 입니다.아마도 명치 부근에 불편감이 있으신 것 같습니다. 증상이 오래되지 않았고, 젊은 분이라면 심장질환에 의한 증상일 가능성은 낮아보입니다. 기능성 소화불량과 같은 일시적인 증상일 가능성이 높아보입니다만..만약 통증이 심하거나, 몇일이 지나도 증상이 계속 있다면 당연히 가까운 병원에서 진찰을 받아보시는 것이 좋겠습니다. 기능성 소화불량이나 위염등의 위장질환이라고 한다면 음주나 흡연은 증상을 악화시킬 수가 있으니 중단하시는 것이 좋겠구요."
93,벌에 쏘인건가요?,근처에 벌집이있었는데 따끔하더니 하루지나더니 부었어요 ㅜㅜ사진 봐주세요,안녕하세요. 하이닥-네이버 지식iN 상담의 서민석 입니다.벌레에 물린 상처로 보여집니다. 어떤 벌레이지 정확히 알 수는 없지만 근처에 벌통이 있었다고 한다면 벌에 쏘인 상처일 가능성이 높아보이구요. 어쨌든 얼음찜질을 해주시면서 몇일 지켜보시면 가라앉을 겁니다. 불편하시면 가까운 의원에 가서 약을 처방받아 드시면 좀 더 나을 수도 있구요.
94,가슴이 답답하고 숨이 잘 안쉬어 짐,"저희 엄마가 (50대) 몇년 전부터 가슴이 답답하고 숨이 잘 안쉬어 진다고 하십니다. 딱히 말씀을 안하셔서 잊고 있다가 문득 생각나 물으면 지금도 그러신다고 그러세요. 숨을 들숨날숨하는게 좀 짧게, 작게 쉬어지고 가슴에 뭔가 있는듯해서 답답하다고 하십니다. 가끔 좋은일이 있을때는 일시적으로 괜찮아진다고도 하십니다.어떤 문제일까요이럴땐 근처 내과가서 진단서 받아서 대학병원에 가야할까요? 가면 어디과에 가야하나요.","안녕하세요. 하이닥-네이버 지식iN 상담의 서민석 입니다.가슴이 답답하다고 느끼실 때 생각해 봐야 할 질환이 다양합니다. 폐나 심장과 같이 중요한 장기에 이상여부를 먼저 확인하는 것이 중요하고, 이후에는 위염, 소화불량과 같은 위장질환도 생각해봐야 합니다. 마지막으로 몸에 이상이 없다면 심리적인 부분도 고려해야합니다. 적어주신 것을 봤을 때는 기분이 좋을 때는 괜찮아질 때도 있다고 하신데, 심리적인 부분도 증상에 원인이 될 것이라고 생각이 됩니다. 일단 가까운 의원에서 진찰과 기본적인 검사를 받아보시고, 특별한 문제가 없다면 큰 병원까지 오실 필요는 없어보입니다. 만약 개인병원에서 계속 진료를 받는데도 증상이 좋아지지 않는다면 개인병원 선생님께서 의뢰서를 작성해서 큰 병원으로 보내주실 겁니다."
95,단순한 목감기 일까요?,제가 한 4일전? 부터 목이 조금씩 간질간질거리기 시작했는데요 그거빼곤 증상은 없는거같은데 엊그제? 부터 머리가 아픈건아닌데 아플랑말랑 하는 그런..? 편두통이 올랑말랑? 열은 안나요. 코로나나 아님 무증상코로나 일수도 있나요..?,반갑습니다. 하이닥-네이버 지식iN 상담의사-이비인후과 전문의 최혁기-닥터초이 입니다.​영상답변드립니다.감사합니다. 관련해서 더 궁금한 내용은 제 유튜브 채널 '여러분의 닥터초이'를 참고해주시면 좋겠습니다.
96,상처때문에 남은 흉터 오래지나면 못지우나요?,예전에 상처났을 때 귀찮아서 약 대충발랐었거든요 그래서 흉터가 남았는데 대충 2년이상은 지난 것 같아요 오래지나면 없애는 방법이 없나요?,"안녕하세요. 성형외과 전문의 조건 원장 입니다.​일정깊이층 이상으로 상처가 나면 흉터는 어느정도 무조건 남게 됩니다.​일단 6개월 이상 지났는데도 흉터가 남아있다면 흉터를 없앨수 있는 방법은 없습니다.​레이져나 흉터제거술등을 통해 흉터를 좀 줄이는 것은 가능합니다.​http://m.cafe.naver.com/cornerroom방구석 성형외과 : 네이버 카페성형에 대해 편하게 질문해 주세요. 성형외과 전문의 조 건이 직접 답변드립니다.<쌍커풀, 코, 이마축소>m.cafe.naver.com성형수술에 대해 제가 직접 개설한 까페 입니다.​추가로 궁금한 사항이 있으시면 까페에 질문을 올려주세요.​성심성의껏 답변드리겠습니다. 감사합니다."
97,"목 2,3번디스크 수술후 화장실 타일벽에 머리를 부딛혔고 응급실가서 엑스레이,CT 를 찍고 이상이 없다고 했는데, 4일정도 지나자 목근육통은 없","목 2,3번디스크 수술후 화장실 타일벽에 머리를 부딛혔고 응급실가서 엑스레이,CT 를 찍고 이상이 없다고 했는데, 4일정도 지나자 목근육통은 없어졌는데 수술부위가 너무 땡깁니다. 앉는 자세,서있는자세,걷는자세 모두 너무 땡기는데 언제쯤 되야 고통이 덜할까요?",안녕하세요. 하이닥-네이버 지식iN 상담의 정동문 입니다.​대개는 그러한 급성 외상으로 인한 근육의 손상은 2-3주정도 지속될 수 있습니다.​수술받은 부위는 약해질 수 있는 부분이기  때문에 다른 부위보다 증상이 오래 갈 수 있습니다.​다른 신경학적 증상이 없다면 지켜보시면 됩니다.
98,머리 정수리 부분이 깨딜듯이 아프구요 속이 너무 울렁 거려서 토까지 했어요 왜그러죵,NA,"안녕하세요. 하이닥-네이버 지식iN 상담의 박종원 입니다.대부분은 긴장성 두통입니다.긴장성두통이란뒷목 근육의 경직에 의하여근육 밑을 주행하는 후두신경이 압박되어두통이 발생하고이 경우 뒷목의 근육을 풀어주는 치료를 하게 됩니다.보통은 주사치료를 포함해서 물리치료,도수치료 등을 흔하게 합니다.엑스레이를 찍어보면경추직선화(일자목) 또는 경추 배열의 부정렬소견이 관찰됩니다.신경과에 방문해 보시는 것이 도움이 되고직접 치료를 받아보시길 바랍니다.다만 처음 두통 발생시 통증이 심했다면CT촬영이 필요할 수도 있습니다."
99,두통이랑 미열 36.9~ 37.2도 하는데 코로나 인가요..?,현재 두통이랑 미열 36.9~ 37.2 도 왔다갔다하는데코로나인가요?! 이 증상 이외에는 아무증상도 없습니다.두통같은경우 2일전부터 그랬었고 큰 활동 하지 않은이상 아프지는 않습니다. 좀 크게 움직일때마다 아픕니다 그외 증상 없는데 코로나일까요..? 불안합니다 ㅠㅠ,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
100,이거 흑색종인가요?생긴지 2-3년 정도 됐어요...,NA,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
101,신랑나이가59살인데요.. 너무피곤해서 병원에가서 피검사랑 간초음파검사랑 다햇는데 크게나쁜건없다면서 코큐텐을 권해주셧습니다.. 브렌드마다 mg이다,신랑나이가59살인데요..너무피곤해서 병원에가서 피검사랑간초음파검사랑 다햇는데크게나쁜건없다면서코큐텐을 권해주셧습니다..브렌드마다 mg이다르던데남자59세 이나이에는몇mg을 먹어야하나요?,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
102,커피포트 증기화상,"커피포트로 끓인물을 컵에 따르다 올라온 증기에 데었습니다.1시간 좀 안되었고 찬물, 얼음물로 식혀주다 화상연고 바른상탭니다.통증은 좀 따끔따끔한 정도고 살짝 열감이 느껴집니다.물집이 생길거 같진 않은데 어떻게 조치해야할까요?",안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
103,속이 안좋아요ㅠㅠ,지금 한 일주일째 설사도 하고 속이 너무 매스껍고 안좋아요.. 남자고요 25살입니다 속이 너무 쓰려요 지금도 그렇고요 병원 가려고 했는데 시간이 옶어서 못가고 있어요 배관청소하는 일을 하는데 정화조나 집수정같은곳에서 좋지않은 가스도 많이 마시게 됩니다 배관고압세척하고나면 항상 가스를 많이 마시는데 그 후에 좀 많이 이럽니다 안좋은 영향을 끼치긴 할까요? ㅠㅠ 더 오래 일하신분들은 안그렇다고 하시는데 저만 그럽니다..7개월정도 일했습니다제가 일하는 일이 속이 안좋은거에 이유가 되는지 알고싶습니다 처음 일할때는 안그러다가 점점 이렇게 되고있는데요 잘 모르겠어요ㅠㅠ,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
104,벌레 물린거같은데,무슨 벌레한테 물린건지 모르겠는데 처음 물렸을때부터 하루정도는 완전 퉁퉁 부어있었고 아팠어요. 걸어다닐때마다 부은 부분 살이 눌리거나 쓸리면 아팠고 지금은 물린후로 이틀정도 지났는데 물린건 가라앉았는데 약간 물집? 같은게 생겼어요. 모기물린건 줄 알았는데 그렇다기에는 너무 심한거같아서..뭐죠?ㅠㅠ,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
105,손가락이 이렇게 됬어요 봐주세요 내공80,손가락이 저렇게 됬어요 만지면 죽을듯이 아프구요,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
106,일산화탄소 후유증,"안녕하세요.한 4주전쯤   자살을 시도했던 한 남자사람입니다  (참 어리석게도 ㅜㅜ)한국나이로 31세 입니다.시도방법은 번개탄 입니다.     처음에는 차에서  2개  피워서  도저히 못견뎌서나왔구요.    한 3시간후 자취방에서   방문 청테이프로 도배하고   2개  다시피워서   시도하다가도저히 못 견뎌서  문뜯고   119신고했습니다.바로 지역 응급센터 가서   당일 저녁    고압산소치료 1시간반  받고  자고일어나서 다음날 아침고압산소 치료 1시간반 받았습니다.   그렇게 치료끝났습니다.응급의학과 의사말로는 생명에 지장은 없으나  나중에 나이들어서   조기치매가 올 확률이 높다고하더군요ㅜㅜ     이말듣고   너무충격 받았고    자살 따위를 시도했던   사실을 엄청 후회 했습니다.위의 제사건과 관련한 의사분들께 질문 드립니다.1   정말 일산화탄소 후유증으로  조기치매가 올수도 있나요?2   만약에 온다면 언제쯤, 그리고   얼마나 심하게  증상이 나타나나요?3   치료방법이 있다면 언제부터 어떤치료를 받아야  예방할수 있을까요?4   조기치매외 기타 후유증 같은게 있을까요?뭐   정신적 피폐해짐  이런거 말고  표면으로 드러나는 신체증상 같은거요.자살방지센터나  생명상담센터 전화번호  이런거 절대 필요 없습니다   사절합니다.(자살 따위 다시는 안할겁니다.)진실한  답변 부탁드립니다 ~","안녕하세요. 하이닥-네이버 지식iN 상담의 서민석 입니다.일산화 탄소 중독과 같이 뇌세포의 허혈성 변화를 유발하는 경우에는 이른 나이에 치매가 생길 위험성이 높아지기는 합니다. 다만 일산화탄소에 노출되었다고 무조건 치매가 온다는 것은 아니고, 노출되지 않았던 분들에 비해서 발생의 위험성이 높아진다는 것이지요. 현재 우리나라의 경우 65세 이상의 노인인구에서 약 9.18%가 치매가 있다고 보고되고 있습니다. 일산화탄소 중독이 된 경우 치매가 생길 위험성은 대략 50% 높다고 보고되고 있습니다.숫자상으로 50%라고 하면 높은 것이기는 하지만..단순 계산해보면 65세가 되었을 때 치매가 생길 확률은 대략 15%정도 되는 것이죠. 반대로 생각해보면 치매가 없을 확률이 85%입니다. 이것은 설명을 드리기 위해서 대충 계산해서 보여드린 거구요. 즉 일산화탄소 중독을 경험하기는 했지만 치매의 위험성에 대해서는 미리 심각하게 받아들이지 않으셔도 되지 않을까 싶어서 말씀드리는 겁니다.치매는 증상이 언제 나타날지, 얼마나 심하게 나타날지는 알 수가 없습니다. 앞서 말씀드린 것처럼 치매가 오지 않을 수도 있는 거구요. 아직은 치매에 대한 예방, 치료약은 없습니다. 치매로 진단되고 난 이후에 더 진행하지 않도록 해주는 약이 있기는 하지만, 치매가 없는 건강한 사람에서는 도움이 되지는 않습니다. 다행히 응급실에서 고압산소치료를 받고 특별한 신경의 문제가 없어서 퇴원하신 것으로 보입니다. 당장에 나타나는 후유증은 없을 것으로 생각됩니다."
107,화상으로 엄지손톱만한 물집이 잡혀서 근처 응급실을 가서(점심시간이라 그쪽으로 가라고 하셔서 응급실 감) 항생제 주사맞고 엄청 크게 밴드 감아주시면서 내일 소독받으러 한번 더 오라고 하시던데 가야하나요? 엄지만한 상처도 종합병원에서 치료받아도 되나요?? 응급실에서는 성형외과 말하던데 피부과가 아닌 성형외과로 가야하나요??,NA,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
108,엄지발톱이 검게 변하는데 흑색종이 의심됩니다...,NA,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
109,지방이식후 패임..,안녕하세요 지방이식을 했는데 허벅지에서 뺏습니다..그런데 누가 봐도 그림자 현상이 나타나네요;;;한번더 하는건 미친짓인것 같고필러로 될건 아닌것 같고..현재 두달 살짝 넘었습니다패인부분이 올라오는건지(어짜피 의사분들은 올라온다고 하면 그만이지만..)정말로 궁금해서 묻는건데 제가 복붙 답변 하실분은 딴데 가주세요..,"안녕하세요. 하이닥-네이버 지식iN 상담의 이형교 입니다.​정확히 패인 부위가 어느쪽이신지요?지방을 채취한 허벅지 부위의 문제인지, 아니면 얼굴부분의 문제인지 궁금합니다.패인부분이 완화되는 것은 시간이 지나면 조금 괜찮아집니다만 완전히 복구되기는 어렵습니다.결국은 그 부분을 또 다른 것으로 채우거나 해야 하는데 얼굴이라면 지방이식 2차로 시술하면 되는데 허벅지의 경우는 고주파 관리등을 조금 하면 나아집니다.어떤 부위인지 알려주시거나 사진이 있으시면 조금 더 도움을 드릴 수 있을 것 같습니다.​https://open.kakao.com/o/suOoUWhc안면윤곽1:1전문의상담방 진료중에는대답이늦습니다#안면윤곽 #윤곽수술 #윤곽부작용 #광대축소 #사각턱축소 #턱끝축소 #t절골 #윤곽전문의 #윤곽재수술 #윤곽3종open.kakao.com사진이 있으시면 이쪽으로 보내주시면 도움드리겠습니다."
110,아 진짜진짜 심각한데 어제부터 좀 헛기침이 나오거든요... 그래서 혹시나해서 하룻잠 자고 봤는데 아직도 좀 해요..ㅜ 열은 아직 잘 모르겠고 좀 식은땀이 나는거같은데 코로난가요 감기면 좋겠는데ㅜㅜㅜㅠㅠㅠ,NA,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
111,수액 맞은 후 손저림 올 수 있나요?,"그저께 입원 중 열이 올라 손등에 수액을 맞았는데요 맞고 나서 몇시간 동안 그 처음 꽂을 때 아픔이 계속 있어서 간호사쌤께 말했더니 다시 꽂으신다길래 그냥 놔둬달라했습니다., 그 뒤로 잘 땐 괜찮았어요 ㅠ 그리고 어제 퇴원하고 집 왔는데 손등부위가 계속 저리는데 괜찮나요? 멍 조금 들었습니다",안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
112,불면증으로 5달째 고생중입니다. ㅠㅠ,"코로나로 인해 격일로 출근을 하게 되었습니다.월, 수, 금 다음주는 화, 목 이런식으로 교대출근 근무를 하게 되었는데처음에는 잠을 뒤척이긴 하였지만 잠을 자고 출근했습니다.그러다가 점점 많이 출근하는 주는 잠을 거의 못자거나 아얘 못자고 출근하고적게 출근하는 주 역시 점점 그렇게 되다가1개월쯤 지나서는 출근하는 전날마다 잠이 안들고 그렇게 한 숨도 못자고출근하게 되었습니다.근무지가 멀어서(편도3-4시간) 5시 30분 전후로는 일어나야하다보니 그런거 같았습니다.초기에는 분명 그런 것이 영향이 있을 것이라고 생각이 듭니다.그런데 최근 2-3개월전부터는 가끔 회사에서 숙직을 하는 경우도 있는데그럼에도 불구하고 잠이 안들거나 들더라도 곧 깨어서 결국 거의 못자는 경우가 생겼습니다.지금 상태는 출근을 하는 날, 집에서 출근하든, 근무지에서 출근을 하든, 거의 잠을 못잡니다.오늘은 억지로 2시간 정도는 잠을 잤지만이번주는 일이 있어서 연속으로 출근하다보니일요일 일어났을때부터 오늘 출근날까지 48시간동안 2시간만 잤습니다.잠을 못자면 몸이 망가질 걱정에 또 실제로도 피곤하고 예민해져갔습니다.어떻게 해얄지 모르겠습니다. ㅠ완전히 불면증이라기보다 출근압박으로 시작된 것 같아서출근날만 못잡니다. 휴일이나 출근 안하고 재택근무하는 날은 잘자고요재택근무하는 전 날은 출근이어서 못자서 몸이 피곤하다보니 집에서 잘자나 싶었지만연속으로 회사에서 근무하는 날도 잠을 못자서 피곤할텐데도 못자는거보면(2-3일동안 3-4시간 수면)제 생각으로는 출근날만 불면이 심한것 같습니다출근하는 날 잠이 들더라도 입면 후 30분 길면 2시간 정도 후에 깹니다. 그러고 못잡니다.제 상황에서 제가 어떻게 해야할까요? ㅠㅠ","안녕하세요 네이버 지식iN 상담의사 김상은 입니다.​교대근무와 같은 불규칙한 생활은 호르몬 불균형을 초래할 수 있어 일주기 리듬을 망가트릴 수 있습니다.또, 잠자리가 자주 바뀌는 것은 좋지 않은 수면 위생입니다.잠이 드는 데 어렵고 깊은 잠을 못 취하며 이로 인해 주간에 피로와 업무에 지장이 있다면 수면장애로 생각됩니다.보통 3개월 이상 증상이 지속된다면 약물 치료가 필요하다고 생각됩니다.수면 구조를 유지하고 입면에 도움이 되며 아침에 상쾌함을 느끼고 주간 피로에 영향을 덜주는 약을 일시적으로 복용하는 것이 도움이 될 것 같습니다.가까운 정신건강의학과에서 도움 받아보시길 바랍니다.​도움이 되셨길 바랍니다. 감사합니다."
113,상처 흉터  질문입니다,벌레가 문 걸로 알고 있는데요가려워서 긁어서 상처가 났고요다 낫고 나서는 새살이 올라왔어요한 달에 한 번여꼴로 새살 껍질이 벗겨 지고요약간 살이 튀어 나왔는데그거 없애는 약은 없나요?피부과 가서 레이져로 없애는 방법밖에 없을까요?,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
114,"모기에 물린줄 알았는데 ,,, 5일동안 붓기가 안빠져요 .....ㅠ 저 부은부위 주변이 너무 간지러워요 ,, 이거 어떻게 해야할까요 ?ㅠㅠㅠㅠ","모기에 물린줄 알았는데 ,,, 5일동안 붓기가 안빠져요 .....ㅠ 저 부은부위 주변이 너무 간지러워요 ,, 이거 어떻게 해야할까요 ?ㅠㅠㅠㅠ",안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
115,"손등이 저리고, 왼쪽 눈 위가 떨리는데 왜 그러는 걸까요ㅠㅠ병원은 어디에 가야 하는지 ㅠㅠ",NA,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
116,저는 어떤 병원에 가야할까요?,"6월 26일 밤, 몸이 급격히 나빠졌습니다.당일 저녁에 퇴근 후 2주차 런데이 달리기 운동을 하고, 샤워하고 밥먹은 다음 쉬다가 졸려 잠들었습니다.밤에 깼는데 머리가 너무 어지러워 양치 정도만 하고 잘랬는데 잠이 안와 조금 늦게 잠들었습니다.27일 오전부터 몸이 찬바람에 예민한 반응을 보이고 두통에 가까운 현기증, 기운 없음, 피곤함을 느꼈습니다.28일 오전, 내과에 갔더니 두통약과 냉방을 조심하라는 말을 들었습니다.29일 월요일에 일어나니 더욱 상태가 악화된 느낌에 출근도 못 하게 되었고, 다른 내과에 가서 상담하니 내시경 받아보는 것이 좋다고 하였습니다. (평소 잦은 설사 및 27일 오전에 흑변을 본 것을 추가로 말씀드림)또한 만일을 대비해 코로나 검사를 받았습니다.30일, 약은 별 효과가 없었고 코로나는 음성이었으나 전날 대장내시경과 위내시경을 예약하였습니다.하여 장세척을 하느라 죽는 줄 알았습니다.7월 1일, 내시경 및 혈액, 심전도 등 검사.피부터 간 수치 등 정상.위, 대장 멀쩡한데 작은 용종이 있어 적출하였고 조직 검사에 들어간다 하셨습니다.장염의 가능성이 있다고 관련 약 처방 받았습니다.1일까지 약 3일간 미열 있었습니다.28일~30일 사이 물토 여러번, 식욕 감소, 29일까진 배변 없었습니다. (30일부터 장세척 때문에 물설사)7월 2일~현재, 상태가 약간 호전되어 다시 일을 다니고 있습니다.문제는 현재의 약간 호전 상태입니다.1. 머리를 뒤로 젖히듯 누우면 어지러움과 현기증이 돌며 머리에 압력이 들어간 느낌이 듭니다. 이는 반대로 아래로 숙여도 그렇습니다. (+선풍기 돌아가는 소리가 끊겨 들립니다.)2. 앓던 때+내시경 금식 때문인지 위가 많이 줄은 느낌입니다.3. 하루는 기력이 있다가 또 없다가 난리입니다.4. 제가 열날 때, 몸살일 때 유독 허리통증이 있는데내과에서는 몸살 증상이 있다고 해주셨지만 몸살 약으로도 나아지지 않았습니다.이번 일 이후로부터 특별한 이유 없이 허리와 목이 통증이 심합니다. 주로 의자에 앉아있다가 일어날 때 1번과 같이 진행됩니다.5. 이번 일 전부터이지만 대변 배변시 항문에서 피가 종종 나옵니다. (이 때문에 빈혈인가 싶기도 한데 혈액 검사 정상입니다.)정리 - 현기증이 있다없다하며 머리를 꼿꼿하게 세우지 않은 상태에선 어지러울 정도의 압력을 느낍니다.앉았다 일어나면 허리, 목이 아픕니다.아프기 전과 기력차이가 심합니다.이상입니다. 감사합니다.",안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
